step	tok_plus_pos_l2	tok_plus_pos_l1	layer0_ln1_l2	layer0_ln1_l1	layer0_attn_out_l2	layer0_attn_out_l1	layer0_ln2_l2	layer0_ln2_l1	layer0_ffn_w2_l2	layer0_ffn_w2_l1	layer0_output_l2	layer0_output_l1	layer1_ln1_l2	layer1_ln1_l1	layer1_attn_out_l2	layer1_attn_out_l1	layer1_ln2_l2	layer1_ln2_l1	layer1_ffn_w2_l2	layer1_ffn_w2_l1	layer1_output_l2	layer1_output_l1	logits_l2	logits_l1
301	1459.5	1.22514e+06	1012.71	851196	1782.35	1.41455e+06	1012.86	825196	2460.64	1.98327e+06	3131.93	2.55328e+06	1076.67	886292	1592.09	1.31556e+06	1036.46	851349	3157.67	2.39355e+06	4829.87	3.90296e+06	1202.46	691605
302	1459.6	1.22534e+06	1012.8	851364	1785.37	1.41705e+06	1013.55	826305	2456.75	1.98029e+06	3130.85	2.55058e+06	1076.62	885684	1585.35	1.3092e+06	1036.44	851318	3160.72	2.39459e+06	4825.38	3.89632e+06	1198.08	688495
303	1459.64	1.22539e+06	1012.73	851296	1791.43	1.42207e+06	1013.93	826936	2451.16	1.9789e+06	3131.28	2.55145e+06	1076.78	885937	1575.4	1.2991e+06	1036.92	851601	3143.4	2.37921e+06	4807.43	3.87606e+06	1198.61	687270
304	1459.35	1.22508e+06	1012.75	851285	1789.98	1.42049e+06	1014.2	827299	2461.94	1.9879e+06	3136	2.55812e+06	1076.63	886519	1571.09	1.29418e+06	1036.76	852817	3133.85	2.38064e+06	4792.24	3.86173e+06	1217.03	696696
305	1459.22	1.22499e+06	1013.17	851693	1791.81	1.42225e+06	1014.43	828072	2459	1.98835e+06	3141.47	2.56527e+06	1076.61	887115	1565.9	1.28929e+06	1036.37	853192	3076.54	2.34092e+06	4731.78	3.81764e+06	1233.16	705105
306	1458.54	1.22418e+06	1012.47	850984	1791.38	1.42202e+06	1014.55	828607	2454.43	1.98546e+06	3141.95	2.5682e+06	1076.41	887456	1575.94	1.29591e+06	1036.83	854174	3056.82	2.33517e+06	4706.56	3.80337e+06	1255.34	717779
307	1459.06	1.2248e+06	1012.6	851168	1794.41	1.42526e+06	1014.26	828791	2451.34	1.98345e+06	3144.07	2.5708e+06	1076.45	887368	1590.56	1.31001e+06	1037.46	855323	3077.14	2.35835e+06	4700.09	3.80133e+06	1265.66	724512
308	1459.79	1.2255e+06	1012.93	851448	1796.6	1.42529e+06	1014.17	828568	2422.8	1.9571e+06	3105.92	2.53761e+06	1077.05	887134	1576.31	1.29995e+06	1037.5	854557	3050.9	2.34371e+06	4650.83	3.76158e+06	1267.77	725386
309	1459.15	1.22485e+06	1013.1	851531	1794.07	1.42428e+06	1014.56	829320	2397.25	1.9337e+06	3073.79	2.50916e+06	1076.67	886185	1566.35	1.2915e+06	1037.8	853928	3014.96	2.31879e+06	4618.75	3.7367e+06	1254.31	716542
310	1459.78	1.22543e+06	1013.05	851489	1799.13	1.42779e+06	1014.61	828867	2367.45	1.91015e+06	3047.13	2.48546e+06	1077.45	886130	1550.18	1.2776e+06	1037.92	853286	2957.01	2.27237e+06	4570.96	3.69449e+06	1241.88	709680
311	1459.25	1.22477e+06	1012.92	851231	1791.07	1.42158e+06	1014.97	828907	2363.41	1.90461e+06	3037.19	2.47628e+06	1076.93	885315	1546.94	1.27711e+06	1038.07	853210	2943.17	2.26381e+06	4562.2	3.6882e+06	1237.11	707225
312	1458.75	1.22439e+06	1013	851337	1789.13	1.42134e+06	1014.79	828784	2354.83	1.89603e+06	3039.4	2.47716e+06	1075.82	884671	1543.35	1.27185e+06	1039.15	853620	2949.9	2.2718e+06	4561.63	3.69036e+06	1241.26	709666
313	1459.9	1.22572e+06	1012.86	851453	1794.58	1.42362e+06	1014.68	828248	2336.48	1.88295e+06	3030.71	2.47093e+06	1075.46	884447	1544.17	1.27076e+06	1039.2	854590	2948.15	2.27548e+06	4539.93	3.67947e+06	1242.07	708964
314	1458.74	1.22439e+06	1012.19	850637	1790.39	1.42168e+06	1014.81	827930	2346.9	1.88886e+06	3037.68	2.47656e+06	1076.3	885368	1557.67	1.28077e+06	1039.87	855126	2991.83	2.31578e+06	4560.26	3.6956e+06	1249.57	714046
315	1459.33	1.22502e+06	1011.74	850332	1789.89	1.42094e+06	1015.02	827796	2337.77	1.88213e+06	3038.59	2.47574e+06	1075.53	884120	1556.14	1.27665e+06	1040.13	856326	3003.26	2.33116e+06	4573.7	3.71025e+06	1254.5	718407
316	1459.45	1.22525e+06	1011.72	850396	1794.79	1.42466e+06	1014.25	826785	2321.72	1.86846e+06	3030.57	2.46839e+06	1076.38	884701	1573.93	1.28914e+06	1040.59	855642	3027.88	2.35969e+06	4593.28	3.72707e+06	1252.06	718851
317	1458.85	1.22464e+06	1011.23	849939	1780.99	1.41377e+06	1013.99	826472	2312.48	1.86e+06	3012.55	2.45252e+06	1076.38	884239	1567.87	1.28401e+06	1040.7	854868	2982.09	2.3328e+06	4556.33	3.69708e+06	1260.78	723584
318	1458.9	1.22464e+06	1011.23	849957	1778.87	1.41357e+06	1014.22	826883	2302.38	1.85132e+06	3010.71	2.44848e+06	1076.85	884006	1565.45	1.28076e+06	1041.07	855190	2921.57	2.29625e+06	4530.01	3.67795e+06	1274.29	730989
319	1458.49	1.22422e+06	1011.38	850095	1777.99	1.41163e+06	1014.41	826758	2298.71	1.84674e+06	3003.06	2.44107e+06	1077.32	883858	1575.19	1.28744e+06	1041.7	855032	2885.62	2.27548e+06	4522.35	3.67082e+06	1280.14	735077
320	1458.29	1.22407e+06	1011.21	849967	1775	1.41e+06	1014.06	826617	2296.4	1.84491e+06	3005.73	2.44282e+06	1077.11	883311	1569.08	1.28186e+06	1042.51	855229	2878.01	2.27462e+06	4508.1	3.66046e+06	1277.33	735624
321	1458.75	1.22447e+06	1010.91	849748	1774.41	1.40986e+06	1014.1	826687	2308.64	1.85263e+06	3021.16	2.45449e+06	1077.07	883008	1583.18	1.29334e+06	1043.22	855898	2895.59	2.29351e+06	4533.88	3.67975e+06	1275.91	736828
322	1459.04	1.22474e+06	1010.8	849695	1776.79	1.41127e+06	1014.44	826559	2321.08	1.86351e+06	3044.77	2.4736e+06	1077.44	883453	1569.59	1.28291e+06	1043.33	856733	2924.3	2.31229e+06	4537.79	3.68434e+06	1267.18	730806
323	1459.48	1.22522e+06	1011.1	849967	1776.74	1.41165e+06	1014.65	827240	2345	1.88325e+06	3073.21	2.4975e+06	1076.73	883420	1571.89	1.28559e+06	1043.6	857199	2934.12	2.32196e+06	4544.9	3.68871e+06	1279.23	736639
324	1458.34	1.22398e+06	1010.93	849617	1764.97	1.40351e+06	1014.91	827573	2378.93	1.90857e+06	3096.35	2.51579e+06	1076.72	883613	1583.84	1.29593e+06	1043.74	857583	2939.53	2.32054e+06	4579.35	3.71328e+06	1281.12	737691
325	1458.88	1.22446e+06	1010.73	849475	1770.82	1.40689e+06	1014.46	827270	2396.28	1.92361e+06	3108.7	2.52428e+06	1077.21	883475	1575.31	1.28784e+06	1043.64	858083	2951.07	2.3251e+06	4571.24	3.70351e+06	1287.38	741193
326	1458.98	1.22459e+06	1010.64	849390	1769.76	1.4067e+06	1014.86	828004	2432.01	1.9515e+06	3136.69	2.546e+06	1077.16	883153	1587.54	1.29838e+06	1043.99	858913	2974.26	2.33756e+06	4605.63	3.72764e+06	1278.5	736660
327	1458.95	1.22463e+06	1010.41	849302	1766.49	1.40386e+06	1014.43	828124	2446.89	1.96341e+06	3148.03	2.55658e+06	1076.99	883613	1597.78	1.30668e+06	1044.33	859198	2980.16	2.33784e+06	4633.92	3.74855e+06	1281.23	738211
328	1458.45	1.22404e+06	1010.22	849014	1770.32	1.4081e+06	1014.22	828009	2466.75	1.98157e+06	3161.49	2.5677e+06	1077.31	883879	1624.07	1.33107e+06	1044.89	859543	3020.07	2.36232e+06	4678.74	3.78333e+06	1281.49	738972
329	1458.58	1.22425e+06	1010.12	849026	1771.39	1.40857e+06	1014.11	827872	2482.82	1.99538e+06	3173.9	2.5774e+06	1076.98	883592	1634.41	1.34118e+06	1045.25	860476	3057.8	2.38737e+06	4732.27	3.82668e+06	1279.39	737943
330	1459.53	1.22543e+06	1010	849201	1770.83	1.40713e+06	1014.21	828241	2500.89	2.01076e+06	3191.92	2.59341e+06	1078.36	885014	1648.99	1.35133e+06	1045.93	860685	3103.64	2.42362e+06	4780.63	3.86473e+06	1279.15	736988
331	1458.83	1.22472e+06	1010.14	849216	1771.83	1.40739e+06	1014.31	828136	2489.05	1.99969e+06	3181.69	2.58687e+06	1078.27	885911	1645.44	1.34907e+06	1046.88	861776	3120.06	2.43704e+06	4765.87	3.85426e+06	1276.55	737009
332	1458.99	1.2248e+06	1010.11	849150	1764.16	1.40285e+06	1014.02	828150	2474.48	1.98777e+06	3174.2	2.58432e+06	1077.58	886788	1657	1.35623e+06	1046.92	863049	3116.61	2.44124e+06	4741.74	3.83654e+06	1293.15	746466
333	1458.55	1.22435e+06	1009.95	848953	1761.37	1.4008e+06	1013.87	828031	2464.07	1.97583e+06	3178.42	2.58749e+06	1077.29	887376	1642.13	1.34143e+06	1046.44	863796	3097.71	2.42764e+06	4740.85	3.8318e+06	1315.22	758646
334	1458.1	1.22369e+06	1009.68	848510	1761.48	1.39989e+06	1013.88	827603	2446.87	1.95814e+06	3157.13	2.56851e+06	1078.51	887271	1634.19	1.33247e+06	1046.69	862896	3079.41	2.41389e+06	4688.05	3.78393e+06	1329.98	767457
335	1458.91	1.22486e+06	1009.66	848778	1760.82	1.39752e+06	1013.85	827563	2460.17	1.96696e+06	3166.33	2.5726e+06	1078.21	886011	1613.28	1.31636e+06	1046.84	862251	3027.04	2.36772e+06	4669.5	3.76834e+06	1337.81	770940
336	1458.15	1.22362e+06	1009.64	848290	1758.63	1.39583e+06	1013.9	827186	2479.8	1.9829e+06	3174.3	2.57819e+06	1078.16	885119	1615.8	1.32036e+06	1047.23	861950	3023.79	2.36488e+06	4686.18	3.77898e+06	1340.12	771636
337	1458.56	1.22423e+06	1009.55	848367	1759.95	1.3962e+06	1014.04	826853	2485.57	1.9864e+06	3173.69	2.57406e+06	1078.61	884693	1604.73	1.31144e+06	1047.79	861423	2983.44	2.32756e+06	4685.18	3.78068e+06	1334.89	767867
338	1458.26	1.22391e+06	1009.51	848331	1753.41	1.39244e+06	1014.17	826764	2474.4	1.97782e+06	3159.67	2.56328e+06	1079.08	884931	1601.07	1.30789e+06	1049.52	861235	2976.94	2.31477e+06	4691.46	3.78527e+06	1333.54	766647
339	1458.41	1.22418e+06	1009.48	848383	1752.17	1.39117e+06	1014.32	826821	2470.5	1.97599e+06	3152.13	2.55688e+06	1079.03	884782	1584.95	1.2932e+06	1049.41	861684	2949.14	2.29129e+06	4672	3.77386e+06	1325.57	762210
340	1458.25	1.224e+06	1010.84	849408	1755.32	1.392e+06	1014.17	826774	2463.83	1.96965e+06	3144.45	2.55018e+06	1079.33	885022	1581.17	1.29102e+06	1049.87	861564	2954.21	2.2964e+06	4669.09	3.77198e+06	1320.82	759949
341	1457.89	1.22357e+06	1010.91	849427	1750.73	1.38843e+06	1013.31	826090	2474.63	1.97635e+06	3151.89	2.55558e+06	1078.91	884494	1582.66	1.29208e+06	1049.66	861310	2953.63	2.29464e+06	4673.72	3.77635e+06	1323.96	762599
342	1458.49	1.22417e+06	1009.95	848713	1760.47	1.3946e+06	1013.64	826575	2476.95	1.97882e+06	3165.61	2.56471e+06	1078.85	883661	1582.62	1.29266e+06	1049.15	861345	2991.91	2.32737e+06	4683.93	3.78612e+06	1321.64	762719
343	1458.1	1.22383e+06	1009.47	848325	1749.85	1.38702e+06	1013.62	826529	2499.58	1.9956e+06	3179.71	2.57442e+06	1078.74	883075	1560.92	1.27528e+06	1049.41	861356	2973.75	2.30942e+06	4665.42	3.76934e+06	1315.88	759887
344	1458.76	1.2248e+06	1009.65	848747	1752.19	1.38754e+06	1013.92	826595	2511.98	2.00556e+06	3181.39	2.57588e+06	1078.91	882765	1555.32	1.26973e+06	1049.78	861567	2978.17	2.31296e+06	4655.85	3.76369e+06	1313.78	759397
345	1458.19	1.22391e+06	1009.38	848280	1747.31	1.38578e+06	1013.95	827147	2526.09	2.01866e+06	3211.14	2.5998e+06	1078.61	882876	1540.62	1.2593e+06	1049.62	861798	2968.12	2.30742e+06	4670.01	3.77548e+06	1322.13	765128
346	1459	1.2246e+06	1009.31	848219	1751.87	1.38864e+06	1014.23	827089	2525.28	2.01982e+06	3204.78	2.5954e+06	1078.04	882481	1526.57	1.24642e+06	1049.86	861573	2951.13	2.29683e+06	4641.28	3.75251e+06	1333.56	771685
347	1458.55	1.22418e+06	1009.71	848493	1754.98	1.39076e+06	1014.69	827718	2518.69	2.01687e+06	3201.64	2.59628e+06	1076.89	882771	1517.04	1.23766e+06	1049.93	862113	2936.25	2.28905e+06	4622.25	3.73756e+06	1337.6	775006
348	1458.53	1.22416e+06	1010.02	848680	1753.58	1.39116e+06	1014.32	827257	2512.18	2.01268e+06	3203.18	2.60039e+06	1077.06	883733	1535.12	1.25215e+06	1050.79	862405	2955.87	2.31452e+06	4634.56	3.74652e+06	1346.94	779768
349	1458.57	1.22396e+06	1009.91	848434	1756.32	1.39236e+06	1014.86	826783	2513.48	2.01545e+06	3207.49	2.60837e+06	1077.14	884985	1519.2	1.23827e+06	1051.17	864149	2949.89	2.31761e+06	4622.64	3.7415e+06	1351.88	781190
350	1459.28	1.22491e+06	1009.93	848696	1757.65	1.39303e+06	1014.56	825645	2503.25	2.00927e+06	3215.88	2.6155e+06	1077.41	885482	1519.5	1.23902e+06	1051.91	864740	2979.23	2.34649e+06	4643.58	3.75921e+06	1348.17	777622
351	1459.29	1.22489e+06	1008.98	847923	1753.9	1.3909e+06	1014.3	824884	2492.23	1.9999e+06	3205.69	2.60909e+06	1078.08	886847	1521.58	1.24227e+06	1052.35	865806	3000.09	2.36676e+06	4639.39	3.75356e+06	1331.58	767361
352	1458.99	1.22453e+06	1008.7	847573	1752.04	1.39014e+06	1014.45	824769	2470.87	1.98457e+06	3191.54	2.59757e+06	1077.86	886703	1525.14	1.24688e+06	1052.34	865311	3004.65	2.37378e+06	4647.11	3.76298e+06	1319.08	760343
353	1459.45	1.22487e+06	1008.64	847526	1748.98	1.38881e+06	1014.36	825069	2463.34	1.97883e+06	3177.1	2.58597e+06	1078.05	887151	1518.17	1.24191e+06	1053.29	866119	3019.05	2.38596e+06	4626.55	3.74799e+06	1309.5	755293
354	1459.31	1.22469e+06	1008.33	847261	1752.54	1.39128e+06	1014.31	825154	2464.37	1.98138e+06	3171.24	2.58027e+06	1078.11	886722	1523.89	1.24596e+06	1053.99	865958	3026.54	2.39215e+06	4639.08	3.76146e+06	1307.42	753915
355	1459.39	1.22498e+06	1008.47	847600	1750.62	1.38806e+06	1014.58	825864	2489.71	2.0029e+06	3187.39	2.59445e+06	1078.38	887269	1522.98	1.24782e+06	1054.16	866241	3040.39	2.40409e+06	4662.08	3.78364e+06	1308.72	754629
356	1459.14	1.22463e+06	1008.2	847324	1748.78	1.38757e+06	1014.58	826285	2523.11	2.02867e+06	3204.13	2.60532e+06	1078.67	887123	1533.05	1.25964e+06	1054.57	866615	3053.38	2.41146e+06	4703.1	3.81682e+06	1328.32	764956
357	1458.99	1.2245e+06	1008.38	847465	1742.83	1.38238e+06	1014.5	826767	2557.08	2.05403e+06	3224.02	2.61825e+06	1078.95	886202	1517.33	1.24675e+06	1054.7	865983	3022.29	2.38275e+06	4707.52	3.81833e+06	1321.18	760368
358	1458.75	1.22412e+06	1008.2	847254	1739.09	1.37912e+06	1014.34	827039	2563.43	2.05898e+06	3225.11	2.62048e+06	1078.84	886196	1517.6	1.24594e+06	1055.11	866608	3034.16	2.38878e+06	4717.62	3.82525e+06	1332.17	767402
359	1458.56	1.22421e+06	1008.08	847353	1730.9	1.37341e+06	1014.15	826733	2574.01	2.0637e+06	3228.05	2.62301e+06	1079.06	886909	1503.71	1.23257e+06	1055.72	866393	3022.47	2.37461e+06	4701.8	3.81065e+06	1334.27	769573
360	1458.76	1.22423e+06	1008.26	847438	1730.16	1.37283e+06	1014.53	827165	2559.33	2.04928e+06	3217.69	2.61604e+06	1078.39	887145	1501.52	1.23208e+06	1055.99	867112	3042.34	2.38872e+06	4692.44	3.80202e+06	1345.9	778162
361	1458.36	1.22369e+06	1008.02	847072	1730.79	1.3743e+06	1013.86	826595	2539.77	2.03063e+06	3198.93	2.60016e+06	1078.61	887428	1498.6	1.22983e+06	1056.27	867081	3048.11	2.39116e+06	4657.07	3.77025e+06	1348.81	781805
362	1458.53	1.22404e+06	1008.19	847367	1730.26	1.37288e+06	1013.96	827101	2519.89	2.01366e+06	3184.75	2.59139e+06	1078.34	888336	1502.66	1.23268e+06	1056.14	866542	3096.14	2.43317e+06	4670.12	3.77834e+06	1358.76	788015
363	1458.65	1.22417e+06	1008.1	847303	1728.39	1.37124e+06	1014.23	826957	2490.93	1.9928e+06	3160.4	2.5726e+06	1078.42	888698	1514.17	1.24094e+06	1056.52	866990	3124.78	2.46048e+06	4657	3.76958e+06	1365.56	792890
364	1458.98	1.22463e+06	1007.9	847222	1725.49	1.36841e+06	1014.31	826893	2487.22	1.98767e+06	3152.99	2.56559e+06	1078.33	888578	1502.73	1.23391e+06	1056.68	867425	3105.54	2.4489e+06	4622.68	3.74507e+06	1369.08	797896
365	1458.58	1.22423e+06	1007.72	847042	1725.94	1.3693e+06	1013.95	826730	2496.08	1.99093e+06	3158.65	2.56831e+06	1079	888660	1515.69	1.24525e+06	1056.87	867270	3095.65	2.44366e+06	4616.76	3.74071e+06	1367.94	798594
366	1458.94	1.2246e+06	1007.59	846964	1726.65	1.36778e+06	1013.44	826303	2488.71	1.98719e+06	3162.84	2.57284e+06	1079.12	888871	1499	1.23039e+06	1056.8	867176	3050.05	2.40342e+06	4597.74	3.72675e+06	1375.12	803390
367	1458.8	1.22433e+06	1007.55	846850	1722.33	1.36697e+06	1013.45	825990	2502.66	1.99678e+06	3174.94	2.58383e+06	1079.1	889274	1499.33	1.2336e+06	1056.74	867552	3014.12	2.37409e+06	4584.58	3.71767e+06	1373.06	802947
368	1458.9	1.22448e+06	1007.52	846875	1726.41	1.36827e+06	1013.92	825834	2494.44	1.99557e+06	3180.58	2.59231e+06	1079.29	890267	1498.22	1.23262e+06	1056.71	868395	2978.41	2.34749e+06	4557.05	3.69949e+06	1387.13	811193
369	1458.83	1.22425e+06	1007.61	846850	1728.91	1.37098e+06	1014.34	826191	2502.23	2.00528e+06	3192.62	2.60273e+06	1079.42	890394	1504.86	1.23912e+06	1057.33	869568	3008.68	2.37154e+06	4557.06	3.70276e+06	1382.47	809556
370	1458.76	1.22418e+06	1007.36	846613	1729.01	1.37019e+06	1014.19	825867	2506.68	2.00808e+06	3193.66	2.60272e+06	1079.47	890031	1501.95	1.23784e+06	1057.31	869365	3012.93	2.37817e+06	4558.02	3.70275e+06	1371.62	804528
371	1458.75	1.22426e+06	1007.55	846832	1733.57	1.37298e+06	1014.87	826535	2504.22	2.00857e+06	3196.96	2.60532e+06	1079.32	889566	1495.67	1.23243e+06	1057.57	869732	3038.6	2.39862e+06	4559.51	3.70153e+06	1355.52	795542
372	1458.64	1.22415e+06	1007.26	846550	1726.95	1.36717e+06	1015.49	827470	2525.5	2.02529e+06	3212.99	2.6158e+06	1079.78	888991	1495.37	1.23009e+06	1058	870154	3023.88	2.39149e+06	4562.22	3.70178e+06	1341.14	788117
373	1458.19	1.22367e+06	1007.23	846460	1731.86	1.37123e+06	1015.19	826910	2526.94	2.02789e+06	3207.59	2.60935e+06	1079.05	887625	1486.75	1.22347e+06	1058.13	869589	3024.58	2.39744e+06	4568.89	3.70369e+06	1334.12	783831
374	1458.83	1.22454e+06	1006.93	846393	1736.04	1.37392e+06	1015.8	827092	2520.93	2.02469e+06	3201.92	2.60512e+06	1079.31	888159	1491.15	1.22622e+06	1058.98	870415	2999.91	2.37927e+06	4567.08	3.70234e+06	1327.74	781338
375	1458.9	1.22441e+06	1006.79	846156	1737	1.37635e+06	1015.5	826856	2522.02	2.02401e+06	3212.45	2.6134e+06	1079.51	888262	1492.71	1.22407e+06	1059.29	870807	3001.74	2.38253e+06	4583.6	3.71867e+06	1327.16	781249
376	1458.95	1.22441e+06	1006.9	846195	1737.39	1.37791e+06	1015.29	826774	2540.23	2.03679e+06	3225.11	2.62229e+06	1079.36	887812	1490.55	1.22353e+06	1060.18	871333	2998.93	2.38248e+06	4596.23	3.72688e+06	1321.81	778048
377	1458.34	1.22385e+06	1006.45	845829	1728.39	1.37206e+06	1015.03	826606	2548.5	2.04231e+06	3232.9	2.62962e+06	1080.58	888902	1494.59	1.22822e+06	1060.72	871249	3018.22	2.39813e+06	4620.38	3.74514e+06	1325.24	779464
378	1458.83	1.22423e+06	1006.41	845774	1729.06	1.37288e+06	1015.67	827010	2577.55	2.06421e+06	3260.45	2.65073e+06	1080.43	888577	1479.8	1.21797e+06	1061.36	871991	2990.14	2.37285e+06	4609.92	3.73565e+06	1316.26	773565
379	1458.58	1.22426e+06	1006.3	845867	1725.51	1.36903e+06	1015.22	826586	2606.08	2.08765e+06	3274.29	2.66276e+06	1079.69	888265	1470.81	1.2119e+06	1061.56	871927	2936.49	2.32999e+06	4577.95	3.70716e+06	1314.75	769713
380	1458.87	1.22436e+06	1005.93	845492	1720.01	1.36455e+06	1014.87	826753	2635.71	2.11096e+06	3294.3	2.68041e+06	1079.37	888518	1468.36	1.21085e+06	1061.34	872659	2908.94	2.30876e+06	4575.75	3.70357e+06	1325.95	773493
381	1459.14	1.22478e+06	1005.78	845489	1723.27	1.36742e+06	1015.15	827065	2645.7	2.12077e+06	3305.31	2.68833e+06	1079.24	888487	1470.93	1.21093e+06	1061.62	872506	2864.92	2.27295e+06	4556.06	3.68741e+06	1324.11	770596
382	1458.51	1.22397e+06	1005.72	845281	1718.26	1.36416e+06	1015.17	827553	2650.99	2.12466e+06	3299.01	2.6847e+06	1079	888549	1458.19	1.20076e+06	1062.03	872080	2848.52	2.26069e+06	4538.5	3.6693e+06	1328.98	772034
383	1458.45	1.22402e+06	1005.69	845312	1715.99	1.36208e+06	1015.37	827633	2663.83	2.13247e+06	3311.07	2.6921e+06	1078.65	887789	1453.77	1.19477e+06	1062.75	873193	2845.37	2.2579e+06	4544.66	3.67214e+06	1330.8	771753
384	1458.53	1.22404e+06	1005.7	845284	1714.95	1.3619e+06	1015.04	827646	2668.98	2.13741e+06	3317.93	2.69935e+06	1079.19	888730	1462.88	1.20314e+06	1063.21	874311	2865.16	2.28083e+06	4560.95	3.68282e+06	1336.56	775566
385	1458.69	1.22427e+06	1005.56	845217	1715.73	1.36164e+06	1015.34	828469	2683.02	2.14763e+06	3334.94	2.71302e+06	1078.54	887947	1464.95	1.20331e+06	1063.63	875079	2885.36	2.30092e+06	4576.29	3.69368e+06	1342.21	778317
386	1458.75	1.22443e+06	1005.65	845336	1716.23	1.36267e+06	1015.39	828410	2698.61	2.16214e+06	3352.81	2.72946e+06	1079.41	889089	1466.27	1.20632e+06	1064.23	876118	2900.65	2.31261e+06	4587.48	3.70403e+06	1350.49	782439
387	1458.65	1.22411e+06	1005.66	845195	1717.61	1.36284e+06	1014.68	827853	2719.58	2.17747e+06	3371.24	2.7429e+06	1078.55	888275	1475.09	1.21463e+06	1064.81	876345	2880.77	2.29563e+06	4610.23	3.72087e+06	1356.04	785945
388	1458.83	1.22443e+06	1005.59	845250	1717.59	1.36243e+06	1014.93	828486	2730.02	2.18437e+06	3381.21	2.75176e+06	1078.95	888923	1478.64	1.21615e+06	1065.13	877284	2879.22	2.29439e+06	4624.23	3.7359e+06	1360.92	788561
389	1458.59	1.22405e+06	1005.35	844957	1715.06	1.36011e+06	1014.61	828118	2731.17	2.18317e+06	3371.55	2.74615e+06	1079.29	889851	1475.64	1.21483e+06	1065.48	876783	2861.3	2.27414e+06	4614.92	3.72797e+06	1371.37	795494
390	1458.56	1.22406e+06	1005.13	844822	1711.61	1.35813e+06	1014.63	828214	2747.37	2.1905e+06	3381.3	2.75286e+06	1078.86	889589	1465.24	1.20534e+06	1065.41	876258	2827.99	2.24716e+06	4606.27	3.72002e+06	1383.82	803111
391	1458.18	1.22369e+06	1005.07	844756	1709.03	1.35501e+06	1015.08	828467	2744.75	2.18805e+06	3371.11	2.74599e+06	1078.58	889789	1465.72	1.20516e+06	1066.39	876860	2855.32	2.26799e+06	4622.28	3.73174e+06	1395.33	811242
392	1458.69	1.22424e+06	1005.11	844860	1709.9	1.35583e+06	1015.24	828909	2735.18	2.17943e+06	3363.3	2.73882e+06	1079.28	889934	1465.87	1.20537e+06	1066.67	876810	2904.07	2.30604e+06	4631.02	3.73899e+06	1401.4	814642
393	1458.19	1.22366e+06	1005.18	844798	1704.86	1.35347e+06	1015.01	828852	2737.52	2.17978e+06	3362.54	2.73698e+06	1079.19	889364	1467.4	1.20613e+06	1066.6	876467	2936.13	2.33191e+06	4639.67	3.74289e+06	1393.19	811144
394	1458.45	1.2241e+06	1005.14	844933	1707.99	1.35443e+06	1015.05	829435	2712.76	2.16315e+06	3351.36	2.72968e+06	1078.57	889209	1459.05	1.1963e+06	1067.34	877001	2987.87	2.37144e+06	4630.4	3.73641e+06	1397.75	813223
395	1458.32	1.22371e+06	1004.8	844403	1707.46	1.35417e+06	1015.58	830475	2705.96	2.15595e+06	3348.61	2.72561e+06	1078.71	888777	1481.56	1.21004e+06	1067.61	877431	3030.46	2.40812e+06	4656.25	3.75619e+06	1387.71	806939
396	1459.19	1.22472e+06	1005.07	844801	1719.57	1.36252e+06	1016.08	830786	2681.19	2.13848e+06	3335.25	2.71575e+06	1078.83	888873	1470.44	1.20146e+06	1067.58	876837	3054.46	2.42892e+06	4602.77	3.71234e+06	1392.47	809625
397	1459.06	1.22463e+06	1004.97	844662	1719.53	1.36174e+06	1016.12	830915	2670.14	2.13226e+06	3331.47	2.71181e+06	1079.31	888976	1489.86	1.21351e+06	1068.14	877576	3078.95	2.45191e+06	4600.27	3.71289e+06	1394.6	810618
398	1458.86	1.22433e+06	1004.85	844521	1720.61	1.36325e+06	1016.23	831231	2663.2	2.12751e+06	3326.05	2.70645e+06	1079.53	889300	1487.05	1.21214e+06	1068.38	877510	3087.07	2.46058e+06	4564.64	3.6858e+06	1408.64	819684
399	1458.56	1.22423e+06	1004.84	844604	1714.86	1.35945e+06	1016.21	831624	2651.06	2.11883e+06	3299.3	2.68575e+06	1080.17	889800	1493.44	1.21492e+06	1068.6	877958	3046.88	2.43028e+06	4523.5	3.65048e+06	1409.42	819955
400	1458.15	1.22364e+06	1004.6	844263	1710.4	1.35567e+06	1016.12	831611	2641.62	2.11111e+06	3289.01	2.67751e+06	1080.36	890005	1488.75	1.21047e+06	1068.79	877501	3021.52	2.41453e+06	4487.26	3.62575e+06	1413.57	824176
